comment,sentiment
ایشان بیماری سرگیجه مرا تشخیص دادند و درمان ان را گفتند . در حال حاضر مشغول درمان هستم . نکته مهم برای من این بود که دکترهای دیگری که مراجعه کرده_بودم . تشخیص درست نداده_بودند . دکتر خیلی هم خوش اخلاق هستند .,satisfied
اضافه وزن تو 3 ماه 14 کیلو کم کردم,satisfied
اگزما در پا که با یک نسخه برطرف شد,satisfied
فرشته هستن ایشون من بچه بودم پیش ایشون درمان شدم,satisfied
برادرزاده ی همسرم روعمل کردند خیلی عالی بود,satisfied
با سلام خدمت دکتر عباس مهدیلو و تقدیر و تشکر از زحمات بزرگوار ایشان برای مادرم تعویض مفصل انجام دادن و مادرم سلامتی پاهاشو رو دوباره به دست اورده من و خانوادم نهایت تشکر را داریم,satisfied
آب سیاه بود عمل کردند خوب شد,satisfied
باریکی مجرای ادرار . مشکل بنده کاملا رفع شد .,satisfied
ام وی پی مثبت . . . وخدا وشکر خوب بود,satisfied
با سلام دکتر آبیلی عمل کمرم را انجام دادن بسیار راضی هستم,satisfied
آقای دکتر علی حسن زاده دکتر بسیار خوبی هستن عفونت کیسه صفرای پدرم و تشخیص دادن بسیار با حوصله و با شخصیت,satisfied
آقای دکتر بهراد واقعا عالی هستند بیش از ده سال قبل زانوهای ضربدری من رو عمل کردند خیلی عالی هستم و هیچ مشکلی ندارم ممنونم ازشون,satisfied
با سلام . دکتر ابراهیم پور با تجربه و توانایی های بالایی که داشتن به زندگی من حیاتی دوباره بخشیدن . . . یکی از بهترین دکترا هستن ایشون,satisfied
با بیماری رماتیسم مراجعه کردیم نتیجه گرفتیم,satisfied
التهاب معده ولی درمان شدن,satisfied
ایشان کارشان عالی بوده,satisfied
Ms کار دکتر فوق العاده است . بسیار باهوش و حرفه ای در کار,satisfied
با سلام خدمت دکتر مجدی نصب من از سال 93 تا 97 زیر نظر دکتر خانم مجدی نصب بودم خدا رو صد هزار مرتبه شکر جواب دیدم من مشکل سر داشتم که با کمک دکتر مجدی نصب بهبود پیدا کردم .,satisfied
الزایمر خوب,satisfied
رودست دکتر نیست,satisfied
اضطراب داشتم و تپش قلب ، الان خیلی بهترم,satisfied
2 ساله عمل لازک انجام دادم و تا الان راضیم,satisfied
الان چهارماهه زیر نظرشم خیلی خوبم مشکل من اعصبی بودم خیلی,satisfied
اضطراب و وسواس داشتم و خدا رو شکر بهتر شدم .,satisfied
افسردگی دو قطبی,satisfied
با سلام عمل بینی انجام دادم حدود یک ماهه هیچ مشکلی ندارم ممنون از اقای دکتر,satisfied
با سلام پزشک بسیار خوب و با خدایی هستند من از همینجا ازشون تشکر میکنم و دستبوسشون هستم,satisfied
با عرض سلام خدمت دوستان عزیز . دخترم مشکل افسردگی داره . و از وقتی زیر نظر خانم دکتر رفتن بهبودی خیلی زیادی رو ازش شاهد هستیم خدا را شاکرم فقط میتونم بگم خیلی ازتون ممنونم خانم دکتر . . خسته نباشید,satisfied
آی وی اف موفق در سال 83 داشتم,satisfied
برادرم نزدیک 3سال بود که تشنج شدید داشت که خیلی جاها بردیمش ولی نتیجه ای نداشت تا اینکه بوسیله یکی از همکارانم آدرس این پرفسور گرانقدر گرفتم . ومراجعه کردم که خوش بختانه بعد از چند جلسه مصرف دارو . الان نزدیک 2سال است که برادم خدا را شکر دیگه مشکل تشنج ندارد وحتی یک قرص هم مصرف میکند . خدا پشت و پناهش باشد .,satisfied
ارتودنسی پسرم در 6 سالگی که کارشون عاااالیه بسیار با حوصله و درایت کارشون رو انجام میدن,satisfied
باردار بودم و همه سونو هامو ایشون انجام دادن فوق العاده راضیم,satisfied
ارتودنتیست فوق العاده ای هستند و بصورت اقساطی کار میکنند,satisfied
با سلام به جناب اقای دکتر کمالی عزیزم میلاد هژبری هستم فقط تنها حرفه ای میتونم از اقای دکتر بزنم اینه که زندگیمو برام پایدار کرد از همینجا دست بوسشم️,satisfied
ایشون یکی از بهترین و به روزترین دکتر در زمینه بیماری ام اس هستند من خودم شخصا برای تایید بیماری ام اس از خارج نزد ایشون آمدم بی نظیر و متعهد هستند . تشخیص عالی است .,satisfied
با سلام . سال 96 جراحی دیسک گردن انجام دادند وتا کنون بسیار عالی بود و حدود یک ماهی هست که گردنم درد می کند .,satisfied
امیدوارم که از خدا هر چی میخوان بهشون بده ، خیلی به من وخانوادم کمک کردن,satisfied
الرژی پوستی کمک به بهبود کردند,satisfied
برای پسرم که نفخ شدید داشت رفتیم پیششون دارو دادن کامل خوب شد خیلی عالی بود,satisfied
ایشون دکتر خانوادگی بنده از بچگی تا به الان که دو تا بچه دارم هستن . . . خدا حفظشون کنه,satisfied
از زمان تولد زیر نظرشون بودن,satisfied
آلرژی داشتن و الان هم خیلی عالی هستن,satisfied
باردار بودم ، عالی بود,satisfied
ابسه در شانه . . . نتیجه اش عالی بود مشکلی ندارم,satisfied
با سلام بسیار با تجربه با تشخیص عالی,satisfied
با سلام . خیلی شدید سرما خوردگی داشتم فقط با یک ویزیت درمان کامل شدم . خانم دکتر الیاری واقعا فوق العاده و بی نظیرند .,satisfied
آب آوردن زانو . . واقعا عالی و دلسوزن,satisfied
ایشان پدر بنده را جراحی کردند و از نتیجه عمل خیلی راضی هستیم . پزشکان زیادی ایشان را ویزیت کردند ولی دکتر بهادر محمدامین بهترین جراح مغز و اعصاب و ستون فقرات هستند که با تشخیص عالی و به موقع پدر من را از درد نجات دادند,satisfied
ایشان دکتر خوبی بود واسه بهبود من . مشکل من میگرن بود که باچند نخسه داروی ایشان خوب شدم,satisfied
بد نیست,satisfied
امیدوارم همیشه سلامت باشن زندگی مارو نجات داد دکترای زیادی پیرفتیم برای دختر نوزادم که همه تشخیص اشتباه داشتن و مارو بشدت میترسوندن که دکتر صالح پور بهمون ثابت کرد دخترمون سالم سالم خداروشکر دستشون رو میبوسم,satisfied
ایشون خوش اخلاق ، صبور و تشخیص های پزشکیشون کاملا صحیح هست .,satisfied
